trial_no,param_hash,params,objective_score,valid_ratio_p925,train_ratio_p925,train_valid_gap,spearman_rho,decile_monotonicity,valid_rmse,train_rmse,valid_mae,elapsed_s,best_iteration,p_num_leaves,p_max_depth,p_min_child_samples,p_min_child_weight,p_min_split_gain,p_reg_alpha,p_reg_lambda,p_subsample,p_colsample_bytree,p_learning_rate,p_max_bin,p_path_smooth,p_extra_trees
83,8470e4d1f86bb167,"{'num_leaves': 28, 'max_depth': 8, 'min_child_samples': 310, 'min_child_weight': 0.00030641149049989036, 'min_split_gain': 0.004776801235224183, 'reg_alpha': 0.007392731627527873, 'reg_lambda': 36.38990356539613, 'subsample': 0.7891832667606907, 'colsample_bytree': 0.5005711815391733, 'learning_rate': 0.00653006419581705, 'max_bin': 127, 'path_smooth': 0.004230630167736267, 'extra_trees': False}",-1.9569408091292653,1.9569408091292653,2.8454556252864216,0.8885148161571559,0.2931552045132093,1.0,0.0091674177530084,0.0149967108350149,0.0077745377142403,21.0,1238,28,8,310,0.0003064114904998,0.0047768012352241,0.0073927316275278,36.38990356539613,0.7891832667606907,0.5005711815391733,0.006530064195817,127,0.0042306301677362,False
84,b8340152e84b6868,"{'num_leaves': 25, 'max_depth': -1, 'min_child_samples': 4501, 'min_child_weight': 0.00012145615568112276, 'min_split_gain': 0.0, 'reg_alpha': 0.004913804864016659, 'reg_lambda': 20.837716744604396, 'subsample': 0.8614891149076892, 'colsample_bytree': 0.6274009729078417, 'learning_rate': 0.019313011931515, 'max_bin': 127, 'path_smooth': 0.003803267471544984, 'extra_trees': False}",-1.942129287079848,1.942129287079848,2.6329536768976256,0.6908243898177779,0.2839210604220461,1.0,0.0098148682750042,0.0158593528944147,0.0082072236650602,8.6,872,25,-1,4501,0.0001214561556811,0.0,0.0049138048640166,20.8377167446044,0.8614891149076892,0.6274009729078417,0.019313011931515,127,0.0038032674715449,False
85,005a5e690bcf687e,"{'num_leaves': 26, 'max_depth': 8, 'min_child_samples': 1086, 'min_child_weight': 0.0001301112511327481, 'min_split_gain': 0.0005525310643045373, 'reg_alpha': 0.0011142888688136642, 'reg_lambda': 12.474090714399129, 'subsample': 0.9293759735658594, 'colsample_bytree': 0.7075664108845989, 'learning_rate': 0.006864576228260849, 'max_bin': 127, 'path_smooth': 0.011707028864728939, 'extra_trees': False}",-1.942885162290763,1.942885162290763,2.724715631403577,0.7818304691128142,0.2923270382040511,1.0,0.0093297982336102,0.0155151585162657,0.0078687106732597,25.7,1263,26,8,1086,0.0001301112511327,0.0005525310643045,0.0011142888688136,12.474090714399129,0.9293759735658594,0.7075664108845989,0.0068645762282608,127,0.0117070288647289,False
86,093ed5b038ce676c,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 292, 'min_child_weight': 0.0003633518272538347, 'min_split_gain': 0.015961807554837972, 'reg_alpha': 0.0030720418224457983, 'reg_lambda': 33.53101618104013, 'subsample': 0.9423705248505911, 'colsample_bytree': 0.571004220528285, 'learning_rate': 0.006052533810375983, 'max_bin': 127, 'path_smooth': 0.00980172305504984, 'extra_trees': False}",-1.9389441964153729,1.9389441964153729,2.751203927684938,0.8122597312695652,0.2907755468958161,1.0,0.0093820603251382,0.0153741149731552,0.0079570077381711,20.1,1837,16,4,292,0.0003633518272538,0.0159618075548379,0.0030720418224457,33.53101618104013,0.9423705248505913,0.571004220528285,0.0060525338103759,127,0.0098017230550498,False
87,159c2803dceec29f,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 1738, 'min_child_weight': 0.0003238937731820574, 'min_split_gain': 0.0, 'reg_alpha': 0.004391950532477272, 'reg_lambda': 24.43915434288119, 'subsample': 0.7240504443463702, 'colsample_bytree': 0.6576141667870673, 'learning_rate': 0.005475375154501225, 'max_bin': 127, 'path_smooth': 0.01648232058305491, 'extra_trees': False}",-1.977575745389984,1.977575745389984,2.650694448367099,0.6731187029771155,0.292750167036579,1.0,0.0095331405530215,0.0158221737848914,0.0080193073067182,20.1,1972,16,4,1738,0.000323893773182,0.0,0.0043919505324772,24.43915434288119,0.7240504443463702,0.6576141667870673,0.0054753751545012,127,0.0164823205830549,False
88,87d58a177cd0d087,"{'num_leaves': 39, 'max_depth': 6, 'min_child_samples': 1357, 'min_child_weight': 0.03356599358963305, 'min_split_gain': 0.0021885370742083738, 'reg_alpha': 0.045693685781985086, 'reg_lambda': 2.676009798378613, 'subsample': 0.6849661731179668, 'colsample_bytree': 0.6949150983256732, 'learning_rate': 0.005216902778676057, 'max_bin': 127, 'path_smooth': 0.0025706805089683264, 'extra_trees': False}",-1.9493963738819304,1.9493963738819304,2.6560112397238247,0.7066148658418943,0.2917674744661755,1.0,0.0095576580469289,0.0157756648308812,0.0080675193514548,20.3,1417,39,6,1357,0.033565993589633,0.0021885370742083,0.045693685781985,2.676009798378613,0.6849661731179668,0.6949150983256732,0.005216902778676,127,0.0025706805089683,False
89,230f1d9e0429a286,"{'num_leaves': 31, 'max_depth': 6, 'min_child_samples': 1468, 'min_child_weight': 0.007170014331590256, 'min_split_gain': 1.223393191706513e-05, 'reg_alpha': 0.7757786903186632, 'reg_lambda': 1.5809811548526522, 'subsample': 0.7013295583092989, 'colsample_bytree': 0.8037286005858397, 'learning_rate': 0.006548417632801974, 'max_bin': 63, 'path_smooth': 0.0023430281497940813, 'extra_trees': False}",-1.975062071103704,1.975062071103704,2.6573645922325224,0.682302521128819,0.2936271060077035,1.0,0.0095263974901777,0.0157183227798165,0.0080242223582524,19.1,1319,31,6,1468,0.0071700143315902,1.223393191706513e-05,0.7757786903186632,1.5809811548526522,0.7013295583092989,0.8037286005858397,0.0065484176328019,63,0.002343028149794,False
90,e6c847cd56163881,"{'num_leaves': 26, 'max_depth': 8, 'min_child_samples': 1064, 'min_child_weight': 0.00010057785420316081, 'min_split_gain': 0.0, 'reg_alpha': 0.0024907476022440686, 'reg_lambda': 39.88158920070469, 'subsample': 0.8271184764897737, 'colsample_bytree': 0.7607406817510656, 'learning_rate': 0.011909768407883898, 'max_bin': 127, 'path_smooth': 0.13197058848795704, 'extra_trees': False}",-1.9610642150197808,1.9610642150197808,2.698739736355124,0.7376755213353419,0.2926553474952471,1.0,0.0093984020894345,0.0155356696039367,0.0079485010547994,14.1,627,26,8,1064,0.0001005778542031,0.0,0.002490747602244,39.88158920070469,0.8271184764897737,0.7607406817510656,0.0119097684078838,127,0.131970588487957,False
91,f9167739068ff06d,"{'num_leaves': 18, 'max_depth': -1, 'min_child_samples': 1240, 'min_child_weight': 0.00017106901940494319, 'min_split_gain': 0.0, 'reg_alpha': 0.00700155506641142, 'reg_lambda': 93.78102282981709, 'subsample': 0.8995476973050409, 'colsample_bytree': 0.6132630783361419, 'learning_rate': 0.028483598822165345, 'max_bin': 127, 'path_smooth': 0.0019096355010281595, 'extra_trees': True}",-1.9437395498177965,1.9437395498177965,2.6561464449487384,0.7124068951309421,0.2924066349560004,1.0,0.0095113132195228,0.0157232136193648,0.0079998752451365,7.3,485,18,-1,1240,0.0001710690194049,0.0,0.0070015550664114,93.78102282981708,0.8995476973050409,0.6132630783361419,0.0284835988221653,127,0.0019096355010281,True
92,fdd81bf5ec5bc51c,"{'num_leaves': 32, 'max_depth': 5, 'min_child_samples': 550, 'min_child_weight': 0.00033020258548557987, 'min_split_gain': 0.002397133184755902, 'reg_alpha': 0.05011006281481091, 'reg_lambda': 39.43453029276763, 'subsample': 0.9351967639294445, 'colsample_bytree': 0.5481621158328192, 'learning_rate': 0.00961047464353626, 'max_bin': 127, 'path_smooth': 0.09544119744955332, 'extra_trees': False}",-1.964189403551732,1.964189403551732,2.759569946161817,0.7953805426100846,0.2912447482234054,1.0,0.0093306696450204,0.015485919975337,0.0079111884050058,13.3,1029,32,5,550,0.0003302025854855,0.0023971331847559,0.0501100628148109,39.43453029276763,0.9351967639294444,0.5481621158328192,0.0096104746435362,127,0.0954411974495533,False
93,36da1903692513ee,"{'num_leaves': 12, 'max_depth': 5, 'min_child_samples': 226, 'min_child_weight': 0.0006831841548210423, 'min_split_gain': 0.0, 'reg_alpha': 0.3189476017384127, 'reg_lambda': 26.005314218103926, 'subsample': 0.8865139810951763, 'colsample_bytree': 0.4363582309616293, 'learning_rate': 0.011890190671343986, 'max_bin': 63, 'path_smooth': 0.0014827056190980141, 'extra_trees': True}",-1.9637828237406785,1.9637828237406785,2.7036434391474264,0.7398606154067482,0.2950321824726564,1.0,0.0092909319933765,0.0154264184718301,0.0078072236568539,16.2,1492,12,5,226,0.000683184154821,0.0,0.3189476017384127,26.005314218103926,0.8865139810951763,0.4363582309616293,0.0118901906713439,63,0.001482705619098,True
94,14f8c16fce6b70a4,"{'num_leaves': 16, 'max_depth': 4, 'min_child_samples': 254, 'min_child_weight': 0.00020968151836209514, 'min_split_gain': 0.0018939039332938994, 'reg_alpha': 0.7247723088685007, 'reg_lambda': 26.81678937134848, 'subsample': 0.8718008826007537, 'colsample_bytree': 0.6296782995865197, 'learning_rate': 0.007767243978638578, 'max_bin': 127, 'path_smooth': 0.0529604160823736, 'extra_trees': True}",-1.9492628700556405,1.9492628700556405,2.690787691875524,0.741524821819884,0.2950445071728231,1.0,0.00936586210233,0.0155737201512787,0.0079067609861993,26.7,2042,16,4,254,0.000209681518362,0.0018939039332938,0.7247723088685007,26.81678937134848,0.8718008826007537,0.6296782995865197,0.0077672439786385,127,0.0529604160823736,True
95,137d473f73a23146,"{'num_leaves': 19, 'max_depth': 5, 'min_child_samples': 264, 'min_child_weight': 0.0005334561957655244, 'min_split_gain': 0.0, 'reg_alpha': 0.013740671965245883, 'reg_lambda': 11.12715264582268, 'subsample': 0.8886415530345414, 'colsample_bytree': 0.4416753073505072, 'learning_rate': 0.03220920626917323, 'max_bin': 127, 'path_smooth': 0.011894931995730862, 'extra_trees': True}",-1.9522115326143188,1.9522115326143188,2.699737994024952,0.7475264614106332,0.2952732370022371,1.0,0.0094645528685105,0.0155543571259386,0.0080063990248652,4.6,309,19,5,264,0.0005334561957655,0.0,0.0137406719652458,11.12715264582268,0.8886415530345414,0.4416753073505072,0.0322092062691732,127,0.0118949319957308,True
96,075983b2a55149ad,"{'num_leaves': 3, 'max_depth': 2, 'min_child_samples': 1113, 'min_child_weight': 0.00019991221664727806, 'min_split_gain': 0.0, 'reg_alpha': 0.006883134107468114, 'reg_lambda': 31.463198814900597, 'subsample': 0.8547748717041147, 'colsample_bytree': 0.6828055868523472, 'learning_rate': 0.006655740922492939, 'max_bin': 127, 'path_smooth': 0.00208628185117746, 'extra_trees': True}",-1.9350805016285269,1.9350805016285269,2.6239108377570246,0.6888303361284978,0.2913023219002277,1.0,0.0096898543331504,0.0160181922950999,0.0081339326579735,17.6,2999,3,2,1113,0.0001999122166472,0.0,0.0068831341074681,31.4631988149006,0.8547748717041147,0.6828055868523472,0.0066557409224929,127,0.0020862818511774,True
97,bca43731326f956d,"{'num_leaves': 28, 'max_depth': 5, 'min_child_samples': 229, 'min_child_weight': 0.0004722157043016426, 'min_split_gain': 0.002634210847443983, 'reg_alpha': 1.1254913444610368, 'reg_lambda': 83.76947349126735, 'subsample': 0.9146794077311201, 'colsample_bytree': 0.6728048141705385, 'learning_rate': 0.013836107064170905, 'max_bin': 127, 'path_smooth': 0.0021981512604748532, 'extra_trees': False}",-1.9275174067443088,1.9275174067443088,2.785374305721178,0.8578568989768693,0.2882681092841108,1.0,0.0093276357057202,0.0150340286495235,0.0079396829545519,8.5,611,28,5,229,0.0004722157043016,0.0026342108474439,1.1254913444610368,83.76947349126735,0.91467940773112,0.6728048141705385,0.0138361070641709,127,0.0021981512604748,False
