trial_no,param_hash,params,objective_score,mean_valid_ll,std_valid_ll,mean_train_ll,mean_gap,mean_valid_prauc,elapsed_s,p_num_leaves,p_max_depth,p_min_child_samples,p_min_child_weight,p_min_split_gain,p_reg_alpha,p_reg_lambda,p_subsample,p_colsample_bytree,p_learning_rate,p_max_bin,p_path_smooth,p_extra_trees,mean_valid_rmse,std_valid_rmse,mean_train_rmse,mean_valid_mae
70,6aec22d65ba87ec6,"{'num_leaves': 4, 'max_depth': 2, 'min_child_samples': 324, 'min_child_weight': 0.03743529177641196, 'min_split_gain': 8.184864646406837e-05, 'reg_alpha': 0.8044578765008223, 'reg_lambda': 22.43563411390443, 'subsample': 0.7918962728225384, 'colsample_bytree': 0.6218041676825066, 'learning_rate': 0.007704863740100138, 'max_bin': 63, 'path_smooth': 4.734703354267691, 'extra_trees': False}",0.2747150956973259,0.2403372287432358,0.1375114678163603,0.264085101790195,-0.0237478730469592,0.1865824426053256,12.4,4,2,324,0.0374352917764119,8.184864646406837e-05,0.8044578765008223,22.43563411390443,0.7918962728225384,0.6218041676825066,0.0077048637401001,63,4.734703354267691,False,,,,
71,1b8cf609dd490f44,"{'num_leaves': 18, 'max_depth': 5, 'min_child_samples': 256, 'min_child_weight': 0.03916766852357075, 'min_split_gain': 0.006158459876169438, 'reg_alpha': 1.640471562103581, 'reg_lambda': 31.060757433380253, 'subsample': 0.5115572742474129, 'colsample_bytree': 0.7376735962270203, 'learning_rate': 0.01064697472301876, 'max_bin': 63, 'path_smooth': 5.094011902587738, 'extra_trees': True}",0.0137074898644276,,,,-0.0008097595306167,,1.4,18,5,256,0.0391676685235707,0.0061584598761694,1.640471562103581,31.060757433380253,0.5115572742474129,0.7376735962270203,0.0106469747230187,63,5.094011902587738,True,0.0131501332091017,0.0022294266213035,0.0139598927397185,0.0093717883255154
72,eecd78bca84a3de7,"{'num_leaves': 20, 'max_depth': 5, 'min_child_samples': 405, 'min_child_weight': 0.0171019980347489, 'min_split_gain': 8.108768226750889e-05, 'reg_alpha': 1.7532570129095326, 'reg_lambda': 27.275485834033987, 'subsample': 0.8142533112632933, 'colsample_bytree': 0.7006410600357066, 'learning_rate': 0.018928065458618967, 'max_bin': 63, 'path_smooth': 1.2987752032221334, 'extra_trees': True}",0.0137183646837551,,,,-0.0006215390564389,,1.4,20,5,405,0.0171019980347489,8.108768226750889e-05,1.7532570129095326,27.275485834033987,0.8142533112632933,0.7006410600357066,0.0189280654586189,63,1.2987752032221334,True,0.0131445301374119,0.002295338185373,0.0137660691938508,0.0093098195787325
73,aff8059317e20bb7,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 272, 'min_child_weight': 0.029232415854005378, 'min_split_gain': 0.0, 'reg_alpha': 1.6195271070021846, 'reg_lambda': 38.16174894045799, 'subsample': 0.612469419864295, 'colsample_bytree': 0.6956108555241309, 'learning_rate': 0.011752119123659678, 'max_bin': 63, 'path_smooth': 0.00572644951569379, 'extra_trees': False}",0.0137243380511429,,,,-0.000629154241972,,1.2,8,3,272,0.0292324158540053,0.0,1.6195271070021846,38.16174894045799,0.612469419864295,0.6956108555241309,0.0117521191236596,63,0.0057264495156937,False,0.0131418847730636,0.0023298131123171,0.0137710390150356,0.0092778363674266
74,7566563fd60622ff,"{'num_leaves': 14, 'max_depth': -1, 'min_child_samples': 361, 'min_child_weight': 0.03412883708248168, 'min_split_gain': 0.004778108184926552, 'reg_alpha': 1.5510011432332875, 'reg_lambda': 20.16965351831795, 'subsample': 0.861912653680279, 'colsample_bytree': 0.8682752236292719, 'learning_rate': 0.01061628474585266, 'max_bin': 127, 'path_smooth': 0.5370095583865401, 'extra_trees': False}",0.0137795989232043,,,,-0.0006138834759359,,1.6,14,-1,361,0.0341288370824816,0.0047781081849265,1.5510011432332875,20.16965351831795,0.861912653680279,0.8682752236292719,0.0106162847458526,127,0.5370095583865401,False,0.0132020698769071,0.0023101161851887,0.0138159533528431,0.0092888230074633
75,0714e9483abb41f2,"{'num_leaves': 10, 'max_depth': 6, 'min_child_samples': 501, 'min_child_weight': 0.028855925150358258, 'min_split_gain': 0.0, 'reg_alpha': 1.558620130205245, 'reg_lambda': 32.21852389510774, 'subsample': 0.6807274796797119, 'colsample_bytree': 0.7694769722025523, 'learning_rate': 0.008287163390013074, 'max_bin': 63, 'path_smooth': 0.0028715758625046375, 'extra_trees': False}",0.0137149224460113,,,,-0.0006720305846619,,1.6,10,6,501,0.0288559251503582,0.0,1.558620130205245,32.21852389510774,0.6807274796797119,0.7694769722025523,0.008287163390013,63,0.0028715758625046,False,0.0131247041894682,0.0023608730261721,0.0137967347741302,0.0092678536300642
76,e5bcc4433fc9fb48,"{'num_leaves': 17, 'max_depth': 5, 'min_child_samples': 251, 'min_child_weight': 0.04642962388605044, 'min_split_gain': 0.006158459876169438, 'reg_alpha': 1.6483507148856706, 'reg_lambda': 32.39087792534901, 'subsample': 0.5161025974358417, 'colsample_bytree': 0.719933984697715, 'learning_rate': 0.010337292754952794, 'max_bin': 63, 'path_smooth': 5.094011902587738, 'extra_trees': True}",0.0137281509319728,,,,-0.0007822942605484,,1.2,17,5,251,0.0464296238860504,0.0061584598761694,1.6483507148856706,32.39087792534901,0.5161025974358417,0.719933984697715,0.0103372927549527,63,5.094011902587738,True,0.0131697810222161,0.0022334796390266,0.0139520752827646,0.0093901699123798
77,d52865dc7f03b294,"{'num_leaves': 19, 'max_depth': 5, 'min_child_samples': 381, 'min_child_weight': 0.018898744317369154, 'min_split_gain': 8.108768226750889e-05, 'reg_alpha': 2.117154495296969, 'reg_lambda': 29.27570929306387, 'subsample': 0.8296114893417972, 'colsample_bytree': 0.6597748238852703, 'learning_rate': 0.018816452115476945, 'max_bin': 63, 'path_smooth': 1.2987752032221334, 'extra_trees': True}",0.013725424332314,,,,-0.0006414556972515,,1.1,19,5,381,0.0188987443173691,8.108768226750889e-05,2.117154495296969,29.27570929306387,0.8296114893417972,0.6597748238852703,0.0188164521154769,63,1.2987752032221334,True,0.0131583856116038,0.0022681548828408,0.0137998413088553,0.0093130541945469
78,ca2dad1f78cbc8fd,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 261, 'min_child_weight': 0.034878365777081574, 'min_split_gain': 0.0, 'reg_alpha': 1.9608233013919163, 'reg_lambda': 42.24619207325109, 'subsample': 0.6234504867477424, 'colsample_bytree': 0.6668032900955585, 'learning_rate': 0.011462063520133254, 'max_bin': 63, 'path_smooth': 0.00572644951569379, 'extra_trees': False}",0.0137270357769754,,,,-0.0005989693557783,,1.1,8,3,261,0.0348783657770815,0.0,1.9608233013919163,42.24619207325109,0.6234504867477424,0.6668032900955585,0.0114620635201332,63,0.0057264495156937,False,0.0131495193038642,0.0023100658924446,0.0137484886596425,0.0093091566274529
79,1c69544fa714160a,"{'num_leaves': 14, 'max_depth': -1, 'min_child_samples': 306, 'min_child_weight': 0.040507858326240494, 'min_split_gain': 0.004778108184926552, 'reg_alpha': 1.8909514504242675, 'reg_lambda': 21.94130931730657, 'subsample': 0.8687517939625223, 'colsample_bytree': 0.8591582576386996, 'learning_rate': 0.010371841761190935, 'max_bin': 127, 'path_smooth': 0.5370095583865401, 'extra_trees': False}",0.0137822305487339,,,,-0.0006098473392946,,1.1,14,-1,306,0.0405078583262404,0.0047781081849265,1.890951450424268,21.94130931730657,0.8687517939625223,0.8591582576386996,0.0103718417611909,127,0.5370095583865401,False,0.0132045352017466,0.0023107813879491,0.0138143825410412,0.0093033712509265
80,8c13b7caa59c56bf,"{'num_leaves': 10, 'max_depth': 6, 'min_child_samples': 401, 'min_child_weight': 0.03704343034741547, 'min_split_gain': 0.0, 'reg_alpha': 1.9088846904695538, 'reg_lambda': 35.04852465053872, 'subsample': 0.6879154018037986, 'colsample_bytree': 0.749338375585554, 'learning_rate': 0.00809634908897188, 'max_bin': 63, 'path_smooth': 0.0028715758625046375, 'extra_trees': False}",0.0137227282111595,,,,-0.0006487131574572,,1.6,10,6,401,0.0370434303474154,0.0,1.9088846904695536,35.04852465053872,0.6879154018037986,0.749338375585554,0.0080963490889718,63,0.0028715758625046,False,0.0131386224895301,0.0023364228865174,0.0137873356469874,0.0092666274226276
81,5b6723de6f1ad62d,"{'num_leaves': 18, 'max_depth': 5, 'min_child_samples': 222, 'min_child_weight': 0.05097461140928765, 'min_split_gain': 0.006158459876169438, 'reg_alpha': 2.063267556533351, 'reg_lambda': 36.44082619470611, 'subsample': 0.5276849926084535, 'colsample_bytree': 0.6942685239862347, 'learning_rate': 0.010200270672090178, 'max_bin': 63, 'path_smooth': 5.094011902587738, 'extra_trees': True}",0.0137280098583121,,,,-0.0008602108245994,,1.7,18,5,222,0.0509746114092876,0.0061584598761694,2.063267556533351,36.44082619470611,0.5276849926084535,0.6942685239862347,0.0102002706720901,63,5.094011902587738,True,0.0131852624751117,0.0021709895328015,0.0140454732997112,0.0094034220815588
82,8cac01d56fba5b19,"{'num_leaves': 19, 'max_depth': 5, 'min_child_samples': 334, 'min_child_weight': 0.02206427854243162, 'min_split_gain': 8.108768226750889e-05, 'reg_alpha': 2.2473806204690567, 'reg_lambda': 31.340580323837607, 'subsample': 0.8296114893417972, 'colsample_bytree': 0.6398348638411381, 'learning_rate': 0.01835204077679396, 'max_bin': 63, 'path_smooth': 1.2987752032221334, 'extra_trees': True}",0.013711485993184,,,,-0.0006427372405268,,1.7,19,5,334,0.0220642785424316,8.108768226750889e-05,2.2473806204690567,31.340580323837607,0.8296114893417972,0.6398348638411381,0.0183520407767939,63,1.2987752032221334,True,0.0131350754272833,0.0023056422636027,0.0137778126678101,0.0093041677682762
83,fdeecaedab26c0d3,"{'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 236, 'min_child_weight': 0.040984405570122964, 'min_split_gain': 0.0, 'reg_alpha': 2.0954029929544564, 'reg_lambda': 46.724463455707095, 'subsample': 0.6144945523392713, 'colsample_bytree': 0.6391184606404025, 'learning_rate': 0.011118368597390614, 'max_bin': 63, 'path_smooth': 0.00572644951569379, 'extra_trees': False}",0.0137151505363901,,,,-0.0006443329306829,,1.4,8,3,236,0.0409844055701229,0.0,2.0954029929544564,46.724463455707095,0.6144945523392713,0.6391184606404025,0.0111183685973906,63,0.0057264495156937,False,0.0131421775010358,0.0022918921414172,0.0137865104317188,0.0093045817308349
84,7ccab0a7fd5e79c3,"{'num_leaves': 14, 'max_depth': -1, 'min_child_samples': 314, 'min_child_weight': 0.04792765710429533, 'min_split_gain': 0.004778108184926552, 'reg_alpha': 2.0138339102195064, 'reg_lambda': 25.746838553246505, 'subsample': 0.861912653680279, 'colsample_bytree': 0.8522530060807507, 'learning_rate': 0.010242248104249188, 'max_bin': 127, 'path_smooth': 0.5370095583865401, 'extra_trees': False}",0.0137759446119839,,,,-0.0006310581195926,,1.4,14,-1,314,0.0479276571042953,0.0047781081849265,2.0138339102195064,25.746838553246505,0.861912653680279,0.8522530060807507,0.0102422481042491,127,0.5370095583865401,False,0.0131996321368916,0.0023052499003691,0.0138306902564843,0.0093064832616738
85,3f07f375d914a33d,"{'num_leaves': 10, 'max_depth': 6, 'min_child_samples': 423, 'min_child_weight': 0.040522824809154534, 'min_split_gain': 0.0, 'reg_alpha': 2.15252288051183, 'reg_lambda': 41.12738636773728, 'subsample': 0.6807274796797119, 'colsample_bytree': 0.737034440607277, 'learning_rate': 0.0077554480246502565, 'max_bin': 63, 'path_smooth': 0.0028715758625046375, 'extra_trees': False}",0.013719221100872826,,,,-0.0006272045675069261,,2.9,10,6,423,0.040522824809154534,0.0,2.15252288051183,41.12738636773728,0.6807274796797119,0.737034440607277,0.0077554480246502565,63,0.0028715758625046375,False,0.013138200707682204,0.0023240815727624915,0.01376540527518913,0.009284250168256047
