direction,entry_cutoff,tp_spec,sl_spec,n_trades,total_fact_log_return,avg_fact_log_return,compounded_return_pct,win_rate,avg_hold_minutes
long,0.9,bucket_p75_mfe,0.5x_tp,1237,-0.1942454745071379,-0.0001570294862628439,-17.654425793567484,0.4074373484236055,33.5642683912692
long,0.92,bucket_p75_mfe,0.5x_tp,1044,-0.2929902658682153,-0.00028064201711514876,-25.39705973896026,0.3888888888888889,31.835249042145595
long,0.94,bucket_p75_mfe,0.5x_tp,816,-0.3113951388737646,-0.0003816116897962801,-26.75755906728622,0.3799019607843137,28.443627450980394
long,0.95,bucket_p75_mfe,0.5x_tp,700,-0.17403852159906397,-0.0002486264594272342,-15.97354712982989,0.38142857142857145,27.004285714285714
long,0.96,bucket_p75_mfe,0.5x_tp,579,0.07961546766936005,0.00013750512550839386,8.287058885399112,0.385146804835924,25.8860103626943
long,0.97,bucket_p75_mfe,0.5x_tp,464,0.07895884452788765,0.000170169923551482,8.215978435700944,0.3793103448275862,23.523706896551722
long,0.98,bucket_p75_mfe,0.5x_tp,327,-0.10741545981239367,-0.00032848764468621915,-10.184755078211827,0.3577981651376147,19.954128440366972
long,0.99,bucket_p75_mfe,0.5x_tp,169,0.148936431108929,0.000881280657449284,16.059920885935774,0.38461538461538464,17.366863905325445
long,0.9,bucket_p75_mfe,1.0x_tp,937,0.3162538079750061,0.0003375174044557162,37.19784305065919,0.512273212379936,46.47278548559232
long,0.92,bucket_p75_mfe,1.0x_tp,777,0.1452853302896199,0.00018698240706514787,15.636947043643534,0.4942084942084942,44.87644787644788
long,0.94,bucket_p75_mfe,1.0x_tp,584,0.1103143187734462,0.0001888943814613805,11.662899276064742,0.4948630136986301,42.08732876712329
long,0.95,bucket_p75_mfe,1.0x_tp,504,0.09026913912050083,0.00017910543476289847,9.446880844188787,0.503968253968254,40.257936507936506
long,0.96,bucket_p75_mfe,1.0x_tp,418,0.006859993518438198,1.6411467747459803e-05,0.6883577171033162,0.5143540669856459,39.334928229665074
long,0.97,bucket_p75_mfe,1.0x_tp,349,0.24800733080143003,0.0007106227243593984,28.146932635675803,0.5186246418338109,36.67908309455587
long,0.98,bucket_p75_mfe,1.0x_tp,242,0.014333071232719676,5.9227567077354035e-05,1.4436282218795338,0.512396694214876,34.15702479338843
long,0.99,bucket_p75_mfe,1.0x_tp,127,0.08134848771339923,0.0006405392733338522,8.47488523536304,0.5275590551181102,27.385826771653544
long,0.9,bucket_p75_mfe,1.5x_tp,861,0.07896533229911928,9.171351021965073e-05,8.216680518490115,0.5296167247386759,50.60743321718932
long,0.92,bucket_p75_mfe,1.5x_tp,704,-0.04842491176258541,-6.878538602639973e-05,-4.727112464797234,0.5113636363636364,49.56534090909091
long,0.94,bucket_p75_mfe,1.5x_tp,529,-0.25718866974940563,-0.0004861789598287441,-22.677768365799235,0.5066162570888468,46.79962192816635
long,0.95,bucket_p75_mfe,1.5x_tp,451,-0.3118562728521858,-0.0006914773233973078,-26.791325859356853,0.5121951219512195,45.567627494456765
long,0.96,bucket_p75_mfe,1.5x_tp,378,-0.17262397322611836,-0.00045667717784687395,-15.854603541741819,0.5291005291005291,44.074074074074076
long,0.97,bucket_p75_mfe,1.5x_tp,311,0.16955802361685599,0.0005452026482857105,18.478109032277757,0.5530546623794212,41.437299035369776
long,0.98,bucket_p75_mfe,1.5x_tp,212,0.028508354364348475,0.0001344733696431532,2.891860675954283,0.5660377358490566,39.759433962264154
